Rank,Term,Term Freq,Probability,Log(rank),Log(probability)
1496,suited,18,7.71E-05,7.310550159,-9.470878183
1497,kutta,18,7.71E-05,7.311218384,-9.470878183
1498,academic,18,7.71E-05,7.311886164,-9.470878183
1499,arguments,17,7.28E-05,7.312553498,-9.528036597
1500,derive,17,7.28E-05,7.313220387,-9.528036597
1501,six,17,7.28E-05,7.313886832,-9.528036597
1502,parallelism,17,7.28E-05,7.314552832,-9.528036597
1503,greatly,17,7.28E-05,7.31521839,-9.528036597
1504,cosine,17,7.28E-05,7.315883505,-9.528036597
1505,avl,17,7.28E-05,7.316548177,-9.528036597
1506,already,17,7.28E-05,7.317212408,-9.528036597
1507,morris,17,7.28E-05,7.317876199,-9.528036597
1508,normally,17,7.28E-05,7.318539549,-9.528036597
1509,substitution,17,7.28E-05,7.319202459,-9.528036597
1510,organized,17,7.28E-05,7.31986493,-9.528036597
1511,producing,17,7.28E-05,7.320526962,-9.528036597
1512,applicability,17,7.28E-05,7.321188557,-9.528036597
1513,displays,17,7.28E-05,7.321849714,-9.528036597
1514,satisfactory,17,7.28E-05,7.322510434,-9.528036597
1515,aids,17,7.28E-05,7.323170718,-9.528036597
1516,implementations,17,7.28E-05,7.323830566,-9.528036597
1517,rounding,17,7.28E-05,7.324489979,-9.528036597
1518,dictionary,17,7.28E-05,7.325148958,-9.528036597
1519,fully,17,7.28E-05,7.325807503,-9.528036597
1520,tapes,17,7.28E-05,7.326465614,-9.528036597
1521,chaining,17,7.28E-05,7.327123292,-9.528036597
1522,strategies,17,7.28E-05,7.327780538,-9.528036597
1523,messages,17,7.28E-05,7.328437353,-9.528036597
1524,papers,17,7.28E-05,7.329093736,-9.528036597
1525,pair,17,7.28E-05,7.329749689,-9.528036597
1526,coulomb,17,7.28E-05,7.330405212,-9.528036597
1527,law,17,7.28E-05,7.331060305,-9.528036597
1528,tutorial,17,7.28E-05,7.33171497,-9.528036597
1529,greatest,17,7.28E-05,7.332369206,-9.528036597
1530,demonstrate,17,7.28E-05,7.333023014,-9.528036597
1531,contain,17,7.28E-05,7.333676396,-9.528036597
1532,telephone,17,7.28E-05,7.33432935,-9.528036597
1533,takes,17,7.28E-05,7.334981879,-9.528036597
1534,parsers,17,7.28E-05,7.335633982,-9.528036597
1535,manual,17,7.28E-05,7.33628566,-9.528036597
1536,criterion,17,7.28E-05,7.336936914,-9.528036597
1537,actually,17,7.28E-05,7.337587744,-9.528036597
1538,algorithmic,17,7.28E-05,7.33823815,-9.528036597
1539,able,17,7.28E-05,7.338888134,-9.528036597
1540,scanning,17,7.28E-05,7.339537695,-9.528036597
1541,objectives,17,7.28E-05,7.340186835,-9.528036597
1542,convex,17,7.28E-05,7.340835554,-9.528036597
1543,names,17,7.28E-05,7.341483852,-9.528036597
1544,enumeration,17,7.28E-05,7.342131731,-9.528036597
1545,help,17,7.28E-05,7.342779189,-9.528036597
1546,certification,17,7.28E-05,7.343426229,-9.528036597
1547,needs,17,7.28E-05,7.344072851,-9.528036597
1548,great,17,7.28E-05,7.344719054,-9.528036597
1549,rates,17,7.28E-05,7.34536484,-9.528036597
1550,noted,17,7.28E-05,7.34601021,-9.528036597
1551,proportional,17,7.28E-05,7.346655163,-9.528036597
1552,instead,17,7.28E-05,7.347299701,-9.528036597
1553,computationally,17,7.28E-05,7.347943823,-9.528036597
1554,van,17,7.28E-05,7.348587531,-9.528036597
1555,progress,17,7.28E-05,7.349230825,-9.528036597
1556,partition,17,7.28E-05,7.349873705,-9.528036597
1557,bank,17,7.28E-05,7.350516172,-9.528036597
1558,training,17,7.28E-05,7.351158226,-9.528036597
1559,brown,17,7.28E-05,7.351799869,-9.528036597
1560,copying,17,7.28E-05,7.3524411,-9.528036597
1561,graham,16,6.85E-05,7.353081921,-9.588661219
1562,coordinate,16,6.85E-05,7.35372233,-9.588661219
1563,filon,16,6.85E-05,7.35436233,-9.588661219
1564,hoare,16,6.85E-05,7.355001921,-9.588661219
1565,polygon,16,6.85E-05,7.355641103,-9.588661219
1566,viewed,16,6.85E-05,7.356279877,-9.588661219
1567,deal,16,6.85E-05,7.356918242,-9.588661219
1568,timing,16,6.85E-05,7.357556201,-9.588661219
1569,overlay,16,6.85E-05,7.358193753,-9.588661219
1570,smaller,16,6.85E-05,7.358830898,-9.588661219
1571,building,16,6.85E-05,7.359467638,-9.588661219
1572,summary,16,6.85E-05,7.360103973,-9.588661219
1573,convenient,16,6.85E-05,7.360739903,-9.588661219
1574,immediate,16,6.85E-05,7.361375429,-9.588661219
1575,truncation,16,6.85E-05,7.362010551,-9.588661219
1576,feasible,16,6.85E-05,7.36264527,-9.588661219
1577,conclusions,16,6.85E-05,7.363279587,-9.588661219
1578,correspondence,16,6.85E-05,7.363913501,-9.588661219
1579,reorganization,16,6.85E-05,7.364547014,-9.588661219
1580,restriction,16,6.85E-05,7.365180126,-9.588661219
1581,lexical,16,6.85E-05,7.365812837,-9.588661219
1582,medium,16,6.85E-05,7.366445148,-9.588661219
1583,subexpressions,16,6.85E-05,7.36707706,-9.588661219
1584,considerable,16,6.85E-05,7.367708572,-9.588661219
1585,explicitly,16,6.85E-05,7.368339686,-9.588661219
1586,nearly,16,6.85E-05,7.368970402,-9.588661219
1587,documents,16,6.85E-05,7.369600721,-9.588661219
1588,paged,16,6.85E-05,7.370230642,-9.588661219
1589,significance,16,6.85E-05,7.370860167,-9.588661219
1590,moving,16,6.85E-05,7.371489295,-9.588661219
1591,geometry,16,6.85E-05,7.372118028,-9.588661219
1592,quality,16,6.85E-05,7.372746366,-9.588661219
1593,background,16,6.85E-05,7.37337431,-9.588661219
1594,past,16,6.85E-05,7.374001859,-9.588661219
1595,develop,16,6.85E-05,7.374629015,-9.588661219
1596,timetable,16,6.85E-05,7.375255778,-9.588661219
1597,experiment,16,6.85E-05,7.375882148,-9.588661219
1598,heuristics,16,6.85E-05,7.376508126,-9.588661219
1599,place,16,6.85E-05,7.377133713,-9.588661219
1600,fourth,16,6.85E-05,7.377758908,-9.588661219
1601,cross,16,6.85E-05,7.378383713,-9.588661219
1602,transforms,16,6.85E-05,7.379008128,-9.588661219
1603,difficulty,16,6.85E-05,7.379632153,-9.588661219
1604,alternatives,16,6.85E-05,7.380255788,-9.588661219
1605,variation,16,6.85E-05,7.380879036,-9.588661219
1606,configurations,16,6.85E-05,7.381501895,-9.588661219
1607,arise,16,6.85E-05,7.382124366,-9.588661219
1608,removal,16,6.85E-05,7.38274645,-9.588661219
1609,duplex,16,6.85E-05,7.383368147,-9.588661219
1610,linguistic,16,6.85E-05,7.383989458,-9.588661219
1611,denning,16,6.85E-05,7.384610383,-9.588661219
1612,accounting,16,6.85E-05,7.385230923,-9.588661219
1613,sophisticated,16,6.85E-05,7.385851078,-9.588661219
1614,consecutive,16,6.85E-05,7.386470849,-9.588661219
1615,expansion,16,6.85E-05,7.387090236,-9.588661219
1616,ij,16,6.85E-05,7.387709239,-9.588661219
1617,prove,16,6.85E-05,7.38832786,-9.588661219
1618,multidimensional,16,6.85E-05,7.388946098,-9.588661219
1619,integrated,16,6.85E-05,7.389563954,-9.588661219
1620,effectively,16,6.85E-05,7.390181428,-9.588661219
1621,might,16,6.85E-05,7.390798522,-9.588661219
1622,administration,16,6.85E-05,7.391415235,-9.588661219
1623,inductive,16,6.85E-05,7.392031568,-9.588661219
1624,stochastic,16,6.85E-05,7.392647521,-9.588661219
1625,shape,16,6.85E-05,7.393263095,-9.588661219
1626,equivalence,16,6.85E-05,7.39387829,-9.588661219
1627,usa,16,6.85E-05,7.394493107,-9.588661219
1628,status,16,6.85E-05,7.395107547,-9.588661219
1629,static,16,6.85E-05,7.395721609,-9.588661219
1630,complicated,16,6.85E-05,7.396335294,-9.588661219
1631,nonprocedural,16,6.85E-05,7.396948603,-9.588661219
1632,start,16,6.85E-05,7.397561536,-9.588661219
1633,services,16,6.85E-05,7.398174093,-9.588661219
1634,monitors,16,6.85E-05,7.398786275,-9.588661219
1635,ten,16,6.85E-05,7.399398083,-9.588661219
1636,fault,15,6.42E-05,7.400009517,-9.65319974
1637,satisfy,15,6.42E-05,7.400620577,-9.65319974
1638,bellman,15,6.42E-05,7.401231264,-9.65319974
1639,distinct,15,6.42E-05,7.401841579,-9.65319974
1640,argument,15,6.42E-05,7.402451521,-9.65319974
1641,interpreter,15,6.42E-05,7.403061091,-9.65319974
1642,counts,15,6.42E-05,7.40367029,-9.65319974
1643,strong,15,6.42E-05,7.404279118,-9.65319974
1644,simply,15,6.42E-05,7.404887576,-9.65319974
1645,scope,15,6.42E-05,7.405495663,-9.65319974
1646,nondeterministic,15,6.42E-05,7.406103381,-9.65319974
1647,trace,15,6.42E-05,7.40671073,-9.65319974
1648,derivative,15,6.42E-05,7.40731771,-9.65319974
1649,designing,15,6.42E-05,7.407924323,-9.65319974
1650,people,15,6.42E-05,7.408530567,-9.65319974
1651,consider,15,6.42E-05,7.409136444,-9.65319974
1652,interrupt,15,6.42E-05,7.409741954,-9.65319974
1653,light,15,6.42E-05,7.410347098,-9.65319974
1654,compatibility,15,6.42E-05,7.410951876,-9.65319974
1655,members,15,6.42E-05,7.411556288,-9.65319974
1656,analyses,15,6.42E-05,7.412160335,-9.65319974
1657,allowing,15,6.42E-05,7.412764017,-9.65319974
1658,connection,15,6.42E-05,7.413367336,-9.65319974
1659,george,15,6.42E-05,7.41397029,-9.65319974
1660,lambda,15,6.42E-05,7.414572881,-9.65319974
1661,transaction,15,6.42E-05,7.41517511,-9.65319974
1662,straightforward,15,6.42E-05,7.415776975,-9.65319974
1663,investigated,15,6.42E-05,7.416378479,-9.65319974
1664,determines,15,6.42E-05,7.416979621,-9.65319974
1665,simplicity,15,6.42E-05,7.417580402,-9.65319974
1666,sciences,15,6.42E-05,7.418180823,-9.65319974
1667,encryption,15,6.42E-05,7.418780883,-9.65319974
1668,poisson,15,6.42E-05,7.419380583,-9.65319974
1669,interpretive,15,6.42E-05,7.419979924,-9.65319974
1670,appear,15,6.42E-05,7.420578905,-9.65319974
1671,eliminate,15,6.42E-05,7.421177529,-9.65319974
1672,substantial,15,6.42E-05,7.421775794,-9.65319974
1673,goals,15,6.42E-05,7.422373701,-9.65319974
1674,legendre,15,6.42E-05,7.422971251,-9.65319974
1675,assigned,15,6.42E-05,7.423568444,-9.65319974
1676,registers,15,6.42E-05,7.424165281,-9.65319974
1677,compile,15,6.42E-05,7.424761762,-9.65319974
1678,declarations,15,6.42E-05,7.425357887,-9.65319974
1679,orders,15,6.42E-05,7.425953657,-9.65319974
1680,circular,15,6.42E-05,7.426549072,-9.65319974
1681,queue,15,6.42E-05,7.427144133,-9.65319974
1682,comparative,15,6.42E-05,7.427738841,-9.65319974
1683,retrieving,15,6.42E-05,7.428333194,-9.65319974
1684,style,15,6.42E-05,7.428927195,-9.65319974
1685,worst,15,6.42E-05,7.429520843,-9.65319974
1686,inputs,15,6.42E-05,7.430114139,-9.65319974
1687,geometric,15,6.42E-05,7.430707083,-9.65319974
1688,presentation,15,6.42E-05,7.431299675,-9.65319974
1689,cover,15,6.42E-05,7.431891917,-9.65319974
1690,bell,15,6.42E-05,7.432483808,-9.65319974
1691,action,15,6.42E-05,7.433075349,-9.65319974
1692,chain,15,6.42E-05,7.43366654,-9.65319974
1693,last,15,6.42E-05,7.434257382,-9.65319974
1694,things,15,6.42E-05,7.434847875,-9.65319974
1695,combining,15,6.42E-05,7.43543802,-9.65319974
1696,boothroyd,15,6.42E-05,7.436027816,-9.65319974
1697,policies,15,6.42E-05,7.436617265,-9.65319974
1698,pseudorandom,15,6.42E-05,7.437206367,-9.65319974
1699,ambiguity,15,6.42E-05,7.437795122,-9.65319974
1700,communicating,15,6.42E-05,7.43838353,-9.65319974
1701,manipulating,15,6.42E-05,7.438971592,-9.65319974
1702,formed,15,6.42E-05,7.439559309,-9.65319974
1703,colleges,15,6.42E-05,7.440146681,-9.65319974
1704,economic,15,6.42E-05,7.440733707,-9.65319974
1705,sided,15,6.42E-05,7.44132039,-9.65319974
1706,double,15,6.42E-05,7.441906728,-9.65319974
1707,incorporating,15,6.42E-05,7.442492723,-9.65319974
1708,clipping,15,6.42E-05,7.443078374,-9.65319974
1709,supervisor,15,6.42E-05,7.443663683,-9.65319974
1710,share,15,6.42E-05,7.444248649,-9.65319974
1711,cell,15,6.42E-05,7.444833274,-9.65319974
1712,learn,15,6.42E-05,7.445417557,-9.65319974
1713,unique,15,6.42E-05,7.446001498,-9.65319974
1714,drawing,15,6.42E-05,7.446585099,-9.65319974
1715,operates,15,6.42E-05,7.44716836,-9.65319974
1716,numerically,15,6.42E-05,7.44775128,-9.65319974
1717,conceptual,15,6.42E-05,7.448333861,-9.65319974
1718,measures,15,6.42E-05,7.448916103,-9.65319974
1719,carried,14,5.99E-05,7.449498005,-9.722192611
1720,galler,14,5.99E-05,7.45007957,-9.722192611
1721,goal,14,5.99E-05,7.450660796,-9.722192611
1722,figure,14,5.99E-05,7.451241685,-9.722192611
1723,handled,14,5.99E-05,7.451822237,-9.722192611
1724,overlap,14,5.99E-05,7.452402451,-9.722192611
1725,maintaining,14,5.99E-05,7.452982329,-9.722192611
1726,recorded,14,5.99E-05,7.453561872,-9.722192611
1727,microprogramming,14,5.99E-05,7.454141078,-9.722192611
1728,incremental,14,5.99E-05,7.454719949,-9.722192611
1729,update,14,5.99E-05,7.455298486,-9.722192611
1730,except,14,5.99E-05,7.455876687,-9.722192611
1731,deviation,14,5.99E-05,7.456454555,-9.722192611
1732,loading,14,5.99E-05,7.457032089,-9.722192611
1733,employs,14,5.99E-05,7.45760929,-9.722192611
1734,assumptions,14,5.99E-05,7.458186157,-9.722192611
1735,extraction,14,5.99E-05,7.458762692,-9.722192611
1736,pricing,14,5.99E-05,7.459338895,-9.722192611
1737,implies,14,5.99E-05,7.459914766,-9.722192611
1738,department,14,5.99E-05,7.460490306,-9.722192611
1739,latency,14,5.99E-05,7.461065514,-9.722192611
1740,compiled,14,5.99E-05,7.461640392,-9.722192611
1741,precise,14,5.99E-05,7.46221494,-9.722192611
1742,partially,14,5.99E-05,7.462789157,-9.722192611
1743,cycles,14,5.99E-05,7.463363046,-9.722192611
1744,width,14,5.99E-05,7.463936604,-9.722192611
1745,multilevel,14,5.99E-05,7.464509835,-9.722192611
1746,designs,14,5.99E-05,7.465082736,-9.722192611
1747,positions,14,5.99E-05,7.46565531,-9.722192611
1748,covariance,14,5.99E-05,7.466227556,-9.722192611
1749,tensor,14,5.99E-05,7.466799475,-9.722192611
1750,cells,14,5.99E-05,7.467371067,-9.722192611
1751,directions,14,5.99E-05,7.467942332,-9.722192611
1752,macros,14,5.99E-05,7.468513271,-9.722192611
1753,moore,14,5.99E-05,7.469083885,-9.722192611
1754,inclusion,14,5.99E-05,7.469654173,-9.722192611
1755,pushdown,14,5.99E-05,7.470224136,-9.722192611
1756,sign,14,5.99E-05,7.470793774,-9.722192611
1757,tabular,14,5.99E-05,7.471363088,-9.722192611
1758,subsequent,14,5.99E-05,7.471932078,-9.722192611
1759,offered,14,5.99E-05,7.472500745,-9.722192611
1760,notion,14,5.99E-05,7.473069088,-9.722192611
1761,formulated,14,5.99E-05,7.473637108,-9.722192611
1762,yield,14,5.99E-05,7.474204806,-9.722192611
1763,directory,14,5.99E-05,7.474772182,-9.722192611
1764,primal,14,5.99E-05,7.475339237,-9.722192611
1765,probabilistic,14,5.99E-05,7.475905969,-9.722192611
1766,vocabulary,14,5.99E-05,7.476472381,-9.722192611
1767,growth,14,5.99E-05,7.477038472,-9.722192611
1768,classical,14,5.99E-05,7.477604243,-9.722192611
1769,runge,14,5.99E-05,7.478169694,-9.722192611
1770,topics,14,5.99E-05,7.478734826,-9.722192611
1771,curricula,14,5.99E-05,7.479299638,-9.722192611
1772,guidelines,14,5.99E-05,7.479864131,-9.722192611
1773,calls,14,5.99E-05,7.480428306,-9.722192611
1774,suggestions,14,5.99E-05,7.480992163,-9.722192611
1775,editor,14,5.99E-05,7.481555702,-9.722192611
1776,secure,14,5.99E-05,7.482118924,-9.722192611
1777,summarized,14,5.99E-05,7.482681828,-9.722192611
1778,strongly,14,5.99E-05,7.483244416,-9.722192611
1779,corporation,14,5.99E-05,7.483806688,-9.722192611
1780,changing,14,5.99E-05,7.484368643,-9.722192611
1781,evolution,14,5.99E-05,7.484930283,-9.722192611
1782,addresses,14,5.99E-05,7.485491608,-9.722192611
1783,depth,14,5.99E-05,7.486052618,-9.722192611
1784,plot,14,5.99E-05,7.486613313,-9.722192611
1785,accomplished,14,5.99E-05,7.487173694,-9.722192611
1786,extend,14,5.99E-05,7.487733761,-9.722192611
1787,organizing,14,5.99E-05,7.488293515,-9.722192611
1788,gautschi,14,5.99E-05,7.488852956,-9.722192611
1789,transposition,14,5.99E-05,7.489412084,-9.722192611
1790,variations,14,5.99E-05,7.489970899,-9.722192611
1791,mask,14,5.99E-05,7.490529402,-9.722192611
1792,comparable,14,5.99E-05,7.491087594,-9.722192611
1793,characterized,14,5.99E-05,7.491645474,-9.722192611
1794,quantities,14,5.99E-05,7.492203043,-9.722192611
1795,savings,14,5.99E-05,7.492760301,-9.722192611
1796,measured,14,5.99E-05,7.493317249,-9.722192611
1797,harmonic,14,5.99E-05,7.493873887,-9.722192611
1798,pike,14,5.99E-05,7.494430215,-9.722192611
1799,projection,14,5.99E-05,7.494986234,-9.722192611
1800,readers,14,5.99E-05,7.495541944,-9.722192611
1801,motion,13,5.57E-05,7.496097345,-9.796300584
1802,smooth,13,5.57E-05,7.496652438,-9.796300584
1803,successful,13,5.57E-05,7.497207223,-9.796300584
1804,idea,13,5.57E-05,7.497761701,-9.796300584
1805,pairs,13,5.57E-05,7.498315871,-9.796300584
1806,systematic,13,5.57E-05,7.498869734,-9.796300584
1807,compares,13,5.57E-05,7.499423291,-9.796300584
1808,frequencies,13,5.57E-05,7.499976541,-9.796300584
1809,mentioned,13,5.57E-05,7.500529485,-9.796300584
1810,conducted,13,5.57E-05,7.501082124,-9.796300584
1811,packages,13,5.57E-05,7.501634458,-9.796300584
1812,bottom,13,5.57E-05,7.502186487,-9.796300584
1813,constants,13,5.57E-05,7.502738211,-9.796300584
1814,reasons,13,5.57E-05,7.503289631,-9.796300584
1815,perspective,13,5.57E-05,7.503840747,-9.796300584
1816,TRUE,13,5.57E-05,7.504391559,-9.796300584
1817,polygonal,13,5.57E-05,7.504942068,-9.796300584
1818,correctly,13,5.57E-05,7.505492275,-9.796300584
1819,embedded,13,5.57E-05,7.506042179,-9.796300584
1820,inherent,13,5.57E-05,7.50659178,-9.796300584
1821,quotient,13,5.57E-05,7.50714108,-9.796300584
1822,represents,13,5.57E-05,7.507690078,-9.796300584
1823,simplified,13,5.57E-05,7.508238775,-9.796300584
1824,kinds,13,5.57E-05,7.508787171,-9.796300584
1825,assisted,13,5.57E-05,7.509335266,-9.796300584
1826,locations,13,5.57E-05,7.509883061,-9.796300584
1827,capacity,13,5.57E-05,7.510430556,-9.796300584
1828,assist,13,5.57E-05,7.510977752,-9.796300584
1829,axioms,13,5.57E-05,7.511524648,-9.796300584
1830,keyboard,13,5.57E-05,7.512071246,-9.796300584
1831,semaphores,13,5.57E-05,7.512617545,-9.796300584
1832,traditional,13,5.57E-05,7.513163545,-9.796300584
1833,frame,13,5.57E-05,7.513709248,-9.796300584
1834,necessarily,13,5.57E-05,7.514254653,-9.796300584
1835,logarithm,13,5.57E-05,7.51479976,-9.796300584
1836,redundant,13,5.57E-05,7.515344571,-9.796300584
1837,hierarchies,13,5.57E-05,7.515889085,-9.796300584
1838,eliminated,13,5.57E-05,7.516433303,-9.796300584
1839,normalization,13,5.57E-05,7.516977225,-9.796300584
1840,volume,13,5.57E-05,7.517520851,-9.796300584
1841,prepared,13,5.57E-05,7.518064181,-9.796300584
1842,dimensions,13,5.57E-05,7.518607217,-9.796300584
1843,mckay,13,5.57E-05,7.519149958,-9.796300584
1844,received,13,5.57E-05,7.519692404,-9.796300584
1845,entries,13,5.57E-05,7.520234556,-9.796300584
1846,miss,13,5.57E-05,7.520776415,-9.796300584
1847,merit,13,5.57E-05,7.52131798,-9.796300584
1848,chess,13,5.57E-05,7.521859252,-9.796300584
1849,availability,13,5.57E-05,7.522400231,-9.796300584
1850,identical,13,5.57E-05,7.522940918,-9.796300584
1851,society,13,5.57E-05,7.523481313,-9.796300584
1852,comparing,13,5.57E-05,7.524021415,-9.796300584
1853,invariant,13,5.57E-05,7.524561226,-9.796300584
1854,synthetic,13,5.57E-05,7.525100746,-9.796300584
1855,side,13,5.57E-05,7.525639975,-9.796300584
1856,utilized,13,5.57E-05,7.526178913,-9.796300584
1857,today,13,5.57E-05,7.526717561,-9.796300584
1858,united,13,5.57E-05,7.527255919,-9.796300584
1859,interpreters,13,5.57E-05,7.527793988,-9.796300584
1860,binding,13,5.57E-05,7.528331767,-9.796300584
1861,calculating,13,5.57E-05,7.528869257,-9.796300584
1862,lexicographic,13,5.57E-05,7.529406458,-9.796300584
1863,answer,13,5.57E-05,7.529943371,-9.796300584
1864,reverse,13,5.57E-05,7.530479995,-9.796300584
1865,pointers,13,5.57E-05,7.531016332,-9.796300584
1866,semi,13,5.57E-05,7.531552381,-9.796300584
1867,periodic,13,5.57E-05,7.532088144,-9.796300584
1868,calendar,13,5.57E-05,7.532623619,-9.796300584
1869,qr,13,5.57E-05,7.533158807,-9.796300584
1870,readily,13,5.57E-05,7.53369371,-9.796300584
1871,technological,13,5.57E-05,7.534228326,-9.796300584
1872,monitoring,13,5.57E-05,7.534762657,-9.796300584
1873,plots,13,5.57E-05,7.535296702,-9.796300584
1874,neliac,13,5.57E-05,7.535830463,-9.796300584
1875,generates,13,5.57E-05,7.536363938,-9.796300584
1876,usefulness,13,5.57E-05,7.53689713,-9.796300584
1877,packet,13,5.57E-05,7.537430037,-9.796300584
1878,restructuring,13,5.57E-05,7.53796266,-9.796300584
1879,layout,13,5.57E-05,7.538494999,-9.796300584
1880,approximating,13,5.57E-05,7.539027056,-9.796300584
1881,back,13,5.57E-05,7.539558829,-9.796300584
1882,compare,13,5.57E-05,7.54009032,-9.796300584
1883,day,13,5.57E-05,7.540621529,-9.796300584
1884,consistency,13,5.57E-05,7.541152455,-9.796300584
1885,skeleton,13,5.57E-05,7.5416831,-9.796300584
1886,substantially,12,5.14E-05,7.542213463,-9.876343291
1887,occurrences,12,5.14E-05,7.542743545,-9.876343291
1888,angle,12,5.14E-05,7.543273347,-9.876343291
1889,satisfied,12,5.14E-05,7.543802868,-9.876343291
1890,jacobi,12,5.14E-05,7.544332108,-9.876343291
1891,avoid,12,5.14E-05,7.544861069,-9.876343291
1892,collector,12,5.14E-05,7.54538975,-9.876343291
1893,latter,12,5.14E-05,7.545918151,-9.876343291
1894,statistic,12,5.14E-05,7.546446274,-9.876343291
1895,reduces,12,5.14E-05,7.546974118,-9.876343291
1896,moreover,12,5.14E-05,7.547501683,-9.876343291
1897,price,12,5.14E-05,7.54802897,-9.876343291
1898,writers,12,5.14E-05,7.548555979,-9.876343291
1899,population,12,5.14E-05,7.549082711,-9.876343291
1900,jump,12,5.14E-05,7.549609165,-9.876343291
1901,valuable,12,5.14E-05,7.550135342,-9.876343291
1902,resultant,12,5.14E-05,7.550661243,-9.876343291
1903,pert,12,5.14E-05,7.551186867,-9.876343291
1904,followed,12,5.14E-05,7.551712215,-9.876343291
1905,concluded,12,5.14E-05,7.552237288,-9.876343291
1906,rectangle,12,5.14E-05,7.552762084,-9.876343291
1907,none,12,5.14E-05,7.553286606,-9.876343291
1908,extensible,12,5.14E-05,7.553810852,-9.876343291
1909,modular,12,5.14E-05,7.554334824,-9.876343291
1910,considerably,12,5.14E-05,7.554858521,-9.876343291
1911,diagnosis,12,5.14E-05,7.555381944,-9.876343291
1912,examinations,12,5.14E-05,7.555905094,-9.876343291
1913,clark,12,5.14E-05,7.556427969,-9.876343291
1914,designer,12,5.14E-05,7.556950572,-9.876343291
1915,selective,12,5.14E-05,7.557472902,-9.876343291
1916,visible,12,5.14E-05,7.557994959,-9.876343291
1917,cyclic,12,5.14E-05,7.558516743,-9.876343291
1918,johnson,12,5.14E-05,7.559038255,-9.876343291
1919,domains,12,5.14E-05,7.559559496,-9.876343291
1920,indicates,12,5.14E-05,7.560080465,-9.876343291
1921,turnaround,12,5.14E-05,7.560601163,-9.876343291
1922,residue,12,5.14E-05,7.56112159,-9.876343291
1923,incorporated,12,5.14E-05,7.561641746,-9.876343291
1924,estimating,12,5.14E-05,7.562161631,-9.876343291
1925,revised,12,5.14E-05,7.562681247,-9.876343291
1926,logarithmic,12,5.14E-05,7.563200592,-9.876343291
1927,linking,12,5.14E-05,7.563719668,-9.876343291
1928,still,12,5.14E-05,7.564238475,-9.876343291
1929,sections,12,5.14E-05,7.564757013,-9.876343291
1930,encipherment,12,5.14E-05,7.565275282,-9.876343291
1931,evaluate,12,5.14E-05,7.565793282,-9.876343291
1932,letters,12,5.14E-05,7.566311015,-9.876343291
1933,multivariate,12,5.14E-05,7.566828479,-9.876343291
1934,employing,12,5.14E-05,7.567345676,-9.876343291
1935,infinite,12,5.14E-05,7.567862605,-9.876343291
1936,solid,12,5.14E-05,7.568379268,-9.876343291
1937,feedback,12,5.14E-05,7.568895663,-9.876343291
1938,conflicts,12,5.14E-05,7.569411792,-9.876343291
1939,turing,12,5.14E-05,7.569927655,-9.876343291
1940,somewhat,12,5.14E-05,7.570443252,-9.876343291
1941,accurately,12,5.14E-05,7.570958583,-9.876343291
1942,detecting,12,5.14E-05,7.571473649,-9.876343291
1943,longer,12,5.14E-05,7.571988449,-9.876343291
1944,plotter,12,5.14E-05,7.572502985,-9.876343291
1945,identify,12,5.14E-05,7.573017256,-9.876343291
1946,compatible,12,5.14E-05,7.573531263,-9.876343291
1947,gotlieb,12,5.14E-05,7.574045005,-9.876343291
1948,products,12,5.14E-05,7.574558484,-9.876343291
1949,count,12,5.14E-05,7.5750717,-9.876343291
1950,euler,12,5.14E-05,7.575584652,-9.876343291
1951,univac,12,5.14E-05,7.576097341,-9.876343291
1952,williams,12,5.14E-05,7.576609767,-9.876343291
1953,channel,12,5.14E-05,7.577121931,-9.876343291
1954,conversational,12,5.14E-05,7.577633833,-9.876343291
1955,th,12,5.14E-05,7.578145472,-9.876343291
1956,extremely,12,5.14E-05,7.578656851,-9.876343291
1957,political,12,5.14E-05,7.579167967,-9.876343291
1958,lu,12,5.14E-05,7.579678823,-9.876343291
1959,recommended,12,5.14E-05,7.580189418,-9.876343291
1960,bemer,12,5.14E-05,7.580699752,-9.876343291
1961,typewriter,12,5.14E-05,7.581209826,-9.876343291
1962,projections,12,5.14E-05,7.58171964,-9.876343291
1963,loss,12,5.14E-05,7.582229194,-9.876343291
1964,mark,12,5.14E-05,7.582738489,-9.876343291
1965,cubic,12,5.14E-05,7.583247524,-9.876343291
1966,coefficient,12,5.14E-05,7.583756301,-9.876343291
1967,look,12,5.14E-05,7.584264818,-9.876343291
1968,industry,12,5.14E-05,7.584773078,-9.876343291
1969,contents,12,5.14E-05,7.585281079,-9.876343291
1970,showing,12,5.14E-05,7.585788822,-9.876343291
1971,load,12,5.14E-05,7.586296307,-9.876343291
1972,perlis,12,5.14E-05,7.586803535,-9.876343291
1973,propagation,12,5.14E-05,7.587310506,-9.876343291
1974,later,12,5.14E-05,7.58781722,-9.876343291
1975,treatment,12,5.14E-05,7.588323677,-9.876343291
1976,computerized,12,5.14E-05,7.588829878,-9.876343291
1977,asymptotic,12,5.14E-05,7.589335823,-9.876343291
1978,widely,12,5.14E-05,7.589841512,-9.876343291
1979,creation,12,5.14E-05,7.590346946,-9.876343291
1980,productions,12,5.14E-05,7.590852124,-9.876343291
1981,introducing,12,5.14E-05,7.591357047,-9.876343291
1982,independently,11,4.71E-05,7.591861715,-9.963354668
